课程名称,课程ID,课程学分,结业条件
销售人员人脉经营之何时建立人脉关系,fa38d4358c5f9cdeaca691640bb25a5e,0.5,课程评估
销售人员人脉经营之怎样建立人脉关系,e68a164fdd4cd851d0c91c1b26d5a7dd,0.5,课程评估
销售漏斗订单分类,858398d0be124e0089a05a38fff417e2,1,课程评估
4X2产品资源和配置,674dd8ea07624a92a223d53ab128c820,1,课程评估
4X2市场分析,c40d5c7471ea4dba93c191f768aa3cde,1,课程评估
福田雷萨重机经销商组织运营标准,f2f0374418ad4406b829471efc56d6b9,1,课程评估
如何规划适合自己的微信公众平台,7b98ecc7c906fb0cc3dc198c9bcdca8e,1,课后测试
微信公众平台的运营策略,d5b71dbba7f4346e38902b86e70eadc0,1,课后测试
微信公众平台的推广策略,918340b652fbf9bd7073808d7e0f5e35,1,课程评估
合理制定销售人员薪酬制度,6c7306bf404d649b0106e7fd5fe920d5,0.5,课程评估
开好激励型的销售晨会,a8e1927dd3afe80cfee5d1715d38461f,0.5,课程评估
成功激励销售团队,8e8cd5fec21ecf06aff6a0568f7650d6,0.5,课程评估
传统企业迈向电商之路,9999df04ee8518710133b24071580ddd,1,课程评估
“抓挖谈要”电销法之要承诺,9085c2d5cefc6266f84bacad6e808bb3,0.5,课程评估
“抓挖谈要”电销法之抓开场,6c8bf174adc3c03fe7b84af61e657c3b,0.5,课程评估
“抓挖谈要”电销法之挖需求,44f50eb9527e419f8404ae9b833aa90e,0.5,课后测试
“抓挖谈要”电销法之谈方案,3fd405ce1cfd2e60b2b60008d5030940,0.5,课程评估
客户谈判风格及应对策略分析,a88c59516373a39d175591d87d8c65b5,2,课后测试
服务大客户三部曲,3ffb4b5a70a949a1382c77feece3c3a5,0.5,课程评估
三步走提升顾客满意度,9a88d74059933fb84f11b0207175dfbb,0.5,课程评估
忠诚的客户,e70e9fe85979677d011902f5c8a15e47,0.5,课程评估
愤怒的客户,357af04dbc9c9e43d859891b821e7ebb,0.5,课程评估
管理客服服务团队的挑战,2146867924787ae09b095b0143d1df32,0.5,课程评估
客户 客服,c4ee5593d26281e3aded651eeaf7e150,0.5,课程评估
从容面对客户问题,fd595cb1a47985ed623a92bd5a148e3e,0.5,课程评估
如何提供超出客户期望的服务,33f30a0729497fc27bc633fa733e83b7,0.5,课程评估
有效的销售谈判,f9adf03ba2f663a8193ac71f20907afc,0.5,课程评估
知名企业销售数据分析案例,b9b6daf6a30e13e5c27ab6f331e94d5b,0.5,课程评估
销售数据分析概述,7669918d383698dc6f1ed1a7a0e4eff8,0.5,课后测试
如何用销售数据进行品牌分析,8d46458f572ca63b983c35db277d17bc,1,课程评估
如何用销售数据进行产品关联分析,417a00283837fd75141b05f29623846f,0.5,课程评估
如何用数透表进行营销状况分析,0ea22958312f7b45de934a630175dc76,1,课程评估
销售数据收集,1345dedb24612b727b4bcdca4e68614a,0.5,课后测试
销售数据异动分析,75653b8502d5af11772ffd72d9951087,0.5,课程评估
如何用销售数据进行客户和营销活动分析,7e31192e1019821ed97ecf34c8cf2e1a,0.5,课程评估
如何与经销商沟通（new）,5ab3ecdb415c4dcca7bc489e5c43a659,0.5,课程评估
经销商销售数据分析（new）,b7558a8489336c029c86557f27c42a8d,0.5,课程评估
销售人员管理经销商面临的挑战（new）,e002817875f4606ba2f7dfd92e1bbf01,0.5,课程评估
如何做好渠道的过程管理（new）,3995ea773a8c1fad4c3b57350c5bddbc,0.5,课程评估
渠道销售人员的销售话术（new）,d3d9b56f78de43ad41bf6eaaf3821d58,0.5,课程评估
如何给经销商压货增加销售压力（new）,57a579616677b026287f707947228bdd,0.5,课程评估
如何有效激励经销商（new）,d982d14bc96402f6e47b09ab611e1c22,0.5,课程评估
微博基本操作流程（new）,f03a52c244a580111c83febcb27ecc89,1,课程评估
销售人员的七项心理因素（new）,114cf45a0c6268f2f27dedb38b2e168c,1,课程评估
优质客户服务的基本方法（new）,e04cec18daac457f5c189239fc405a9c,0.5,课后测试
客户关系管理实务（new）,7d010935fe6f70419cc42e24d0794c1d,0.5,课后测试
产品展示的正确认知,84f0daa85914d8b86c5b3b2a4ba154dc,1.5,课程评估
产品展示失败的七大原因,aacee3e3aeb64fd8bc7bed6c4b979e7f,1,课程评估
产品完美展示的五个步骤,eabba4f3a879361327de283612f92ea9,1,课程评估
如何组织产品展示的内容,6666c848d386aa9e3a3774cd931b0b61,1.5,课后测试
企业参展营销与客户联络（new）,0aa8c90a8cae14fcae514ed9f0f4d375,1,课程评估
工业品营销的关键：找对人,ca0d463f874f8e235a62303995c8e137,1.5,课后测试
企业计划撰写技巧（new）,337a7d9142251f06ee7344ca9fed4e9d,1,课后测试
工业品营销的核心（new）,0ed9ad8c246ea1d6279d80d83feb55a3,1,课后测试
工业品营销的关键：做对事,6f0d76bb8bdb452538b42877ec2d92bc,1,课程评估
工业品营销如何建立客户关系（new）,67ace7b30a7e7b55f3be7da1ac8df24e,1.5,课程评估
如何定位品牌的核心价值,5ce849d81b5d5fb18d58dce8f35f7dfd,1,课后测试
服务人员沟通的基本功,ea853dc9186e3f69deb195c4b8ab7f1a,1,课后测试
客户服务的流程及品质控制,74ce219c6796d72237cc11707efa483e,1,课后测试
客户服务正确认知,e13d8a6d7b7a52cd259450d707916622,1,课后测试
巅峰销售人员的八要素,f8df572297d08e6ad411ac6da0eb517b,1.5,课程评估
太极之术：价格谈判技巧,8f89758c9b30a59321800d99662d32c6,1,课程评估
金牌销售基本法则,481935957b9d97e0e372b138e489606e,1,课程评估
成功会谈之赢在准备,2cb3272eef306aabf63d39fb9a88dd57,1,课程评估
完美拜访之胜在开场,aec5ecb3687aba8636d9eb04d9869fae,1,课程评估
挖掘需求之意在引导,8a1eb2552c0b1ad10ed03cc248f2cbb7,1,课程评估
说服客户之立在逻辑,917fb802cfa4f5e958e2a11717f77417,1,课程评估
处理异议之贵在共赢,c8ee2f1c27e091233e4a7ef672fac3be,1,课程评估
极速签单之重在时机,411493d708176bf3b0ddf3ea4e133d83,1,课程评估
解密“上帝”，你也能当“先知”：认识终端消费者,c282478c0188726750393be51dcd8284,1,课程评估
有效应对愤怒的客户,ed7c1f963f21196e72ccbb6935a707a8,0.5,课程评估
如何提升网络销售力,6080f46773e24dfe49cd961834d49491,1.5,课程评估
如何撰写有吸引力的网络推广文案,f48aae43f026d143bb2e470baf435561,2,课后测试
搜索引擎优化技巧,79631cc6e0631362e7805bba6ccd3930,0.5,课程评估
如何高效投放关键词广告,806d3dc1a4788b35a86e1cc1280c423a,1,课后测试
如何提升网络营销执行力,1bc0686e9672ebec05138e8ee7503d6c,1.5,课后测试
把困难当挑战-周由贤谈直销,71e365c7578d638d1a5b9365a0ef471e,4,课程评估
职业经理人张烈生的销售之道,fdc659228ae883d3caac8e4eb42ef7f9,2,课程评估
内容为王，品牌至上,64cc8cecb174330f6d90ec863e59c901,1,课程评估
如何正确报价,b859e298affb1fb8ce341b5b5267b4ab,0.5,课程评估
谈判如何开局,5c3913052377b973499b4b2de9ace014,0.5,课程评估
如何进行销售谈判模拟,0963916b63e1ddb76fa1c539f6a38805,0.5,课程评估
如何制定谈判计划,3168a52d07bc014d1923fe37c602ec25,0.5,课程评估
如何制定销售谈判战略,9f597c92c601024843861fcb74c3a7d5,0.5,课程评估
电话营销人员的自我修炼,be69e813516c35dce38a2a65c2a6ca9a,1,课后测试
什么是电话销售,dae3820332649b9b69b9626494e007fa,2,课程评估
电话销售五步法（上）,3655a7221ae3c73c7b9e3e4b694b4733,2,课程评估
客户如何做购买决定,419f714aaa36e9e1f0bb43c29895e568,1,课程评估
电话销售五步法（下）,c26a90ba2aa53254c75ac040428c82ec,1,课程评估
市场调研分析工具：SPSS操作基础,2a6ce0a120e3aaa1dc9668ec09695433,1,课后测试
市场调研问卷题型分析与处理,69a8db67a2aadf738db70f3e4ab0e693,2,课后测试
市场调研数据的应用分析,cca63fa5319b1d3ca0f791add5494ab8,1,课后测试
为什么要做市场调查,cba0dbbb2a975954bfd2ef2899ef929b,1,课程评估
如何设计高质量的市场调研问卷,abf73c6a71fa8073b16f03075cb35762,2,课后测试
如何拟订销售谈判议程,7f7eed94df1f081313bb6c38ee884769,0.5,课程评估
如何分析对方的谈判人员,17e2ac3174acb68669593209c36e9751,0.5,课程评估
如何预测谈判对手的目标,4fdcd303307a5a90458c876cfa97498f,0.5,课程评估
如何确定谈判对象,4601715784eca7e450e5725b1f42e5fe,0.5,课程评估
谈判前如何收集和处理信息,eda910ac5ed4a7dafe3ed370479c64d1,0.5,课程评估
门店拓展人员选址工作流程,8902200f4dda6d18d46889484d5f8db0,1,课程评估
门店选址法则及注意事项,74654f96e5ab7fe0255350ca52a9092b,1,课后测试
商圈调研及数据分析技巧,fb61f4f090c75c6ecc87a24f101d2ebf,1,课后测试
品牌定位与选址技巧,b998ec477eb434dbe75daf353ea9cf3c,1,课程评估
门店风水常识与禁忌,bd3b4faafb7c70ddd743e62889061ceb,1,课程评估
门店租赁合同签订须知,b2a0ec596b4e478254356999d81cf13b,1,课程评估
门店拓展人员的角色认知,5df02c7a2f0005b34f96b817bdfb1dd3,1,课程评估
成功销售的客户说服技巧,72a34964e3395a77fe01035a06d6749b,1,课程评估
谈判概述,37b8bf106ac13630353dae699ced3931,1,课程评估
谈判的准备与注意事项,6001a00c4bf1b85eb5478302ef24c31b,2,课程评估
销售激励难题破解,a713e996edc1800eb95088933ed5b872,1,课程评估
如何打破谈判僵局达成结果,31c0d8d4a23423a5b5b3c02a88a8197c,1,课程评估
如何建立价值为导向的销售激励,54a386522862601426a4b946378ad7fe,2,课程评估
如何避免欠款,e564c21594f122858b15f221bde271a8,1,课程评估
回款实战技巧,7474394b3bb54e9cf9d4476ec50f81d9,1,课后测试
如何设计销售人员的关键业绩指标,a5c569debad8e8c1f6cc487bd8e4226e,1,课程评估
如何设计销售激励体系,8818e7e63c73cd2a55266dba9b678442,1,课程评估
市场信息分析及其工具应用,a7737309394fab4d1b2ff8efb69f6409,1,课程评估
打造高绩效的销售团队,228b8bcaae555e62f1d5e118cfc85fdb,2,课程评估
如何发掘客户的需求,bae13fa348a175a1d792dda4cd8eb1c1,1,课程评估
开发客户的技巧,ced528ab80b67243d2b9efdc1008be62,1,课程评估
如何有效开发终端卖场,14cab3f7420508ee33bea77320c65636,1,课后测试
品牌价值的梯次与应用,efe4f967f15ac288f5809848c7fef87b,1,课后测试
品牌低成本传播策略之价值分享策略,6ac4db9901a97a1275deb8b3ee4f3b0e,1.5,课后测试
新产品促销经典案例,e2296bfee0d47a0b486189adc9da140b,2,课程评估
新产品推广基础认知,ffe718b1db2fe67eafe71faedbdcef02,1,课程评估
新产品推广策略,ba1dc59d38778ae816c503a6645f1878,2,课程评估
新产品推广的方法与步骤,1bd305e8e8e4912682c36b22f3a374d8,2,课后测试
低成本营销的竞争策略,3b8f27a84c1ff59c334b088923810d16,1,课后测试
如何把握客户动态需求,33b1f0f82c9c90e463ec4c26da3fcdf2,1,课后测试
低成本营销中的三角关系,c3c91012f6fbe40b62869be38a9b229f,1,课后测试
4P营销理论与差异化营销策略,f2f01995069f840a5cd9f42c47561b2f,1,课后测试
低成本营销的12个工具,e9dd285444eafc1da02b26700fbdc99d,1,课后测试
加强顾客服务的重要性,8ab8f66639789714be47007d8e8a8b92,1,课后测试
建立全面顾客服务的策略,aa13ba131252c1bb77e2114faed8d8a3,1,课后测试
落实全面顾客服务的方法,1c59bf7790cda81fcd90370412d23e02,1.5,课后测试
服务人员的服务技巧演练,eaf0235766050e4e27adfaf6f2c5b98c,1.5,课后测试
处理顾客抱怨的服务技巧,7c4bbe0724d7377f887af2ec60ac2b08,0.5,课程评估
低成本营销的生意经,0b6145fece038f0d6da20db3363d48d1,1,课后测试
微博行为哲学,01b5b36a5775bb81ea359859423ab6a7,1,课程评估
工作微博运营技巧,a20f1a9af85dce395296564ecb32bfbc,1,课程评估
微博日常运营技巧,e8df85ba016f569594a122970a7bebae,2,课程评估
微博带来的变化,117d5b7e28630f3a3dbf5c5f1fae101f,1,课程评估
客户管理的工具与方法,ed699454cf885089f66245286ea8c0b2,2,课程评估
如何有效开发客户,cacc9c343131f00fd45a74384fe1af68,1,课程评估
客户关系管理的正确认知,f36b258244fc5e5d013d41b409a6fb40,2,课程评估
销售流程中的谋攻重点,2b2e9938bbe221d10e47bc10c7109607,1,课程评估
销售教战手册,ec7fb4bc0f521943573d58bf7733c39b,1,课程评估
如何制定高效的销售工作计划,19aa4714221639c9a0f33fd46c5ec9a6,2,课程评估
渠道创新的必要性与主要内涵,83183c56b650bed9c676d1fb18585fce,1,课程评估
销售渠道管理的六大方面,06bfd1552904c7980a9180712a784943,1,课程评估
如何与大客户渠道和平共处,1d9c89ef72b704bd16e6934ff443252f,1,课程评估
如何做好渠道激励,07dbb5f045f27901b8c88b61ef5cbac8,1,课程评估
销售渠道选择,2fdce8a1cf22477b305f298653e09c2d,1,课程评估
客户服务价值的四个层次,3436c6f9fd56b2ebc6bad5c3f6109760,2,课后测试
如何增强服务对客户的影响力,60e2d108aff677e37eabe3d13012b409,2,课程评估
客户服务基本概念,55af6c0c42bdda2630418b6253372db2,1,课程评估
激励销售人员的四级台阶,73c0aa124ab8e5e5f7a13e2a274c2e1e,1,课程评估
销售管理者的四大管理思维,fefb180b8acf864bc49ee3e1366e152d,2,课后测试
销售管理者的自我管理,a51e01e13596cd1645ddc9fbc82c05b7,2,课程评估
销售激励理论,199dc47be872483f0139ea954c75aece,1,课程评估
顶尖导购基本功,a5acc08cc379df4fbf555c95d9167222,1,课后测试
顶尖导购基本销售技巧,9c8f061c3216a005b47337cfcdca94f9,1,课后测试
顶尖导购面对面营销技巧,3fd1c87583efafe6f749c1d60c004c3e,1,课后测试
经销商如何提升自身专业化程度,c85800ff9765219b271f25fa1c40313b,1,课程评估
顶尖导购顾问式销售技巧,5160d655871ae2c678f62fd62805249b,1,课后测试
顶尖导购异议处理技巧,1472bcf97f1dcebf6bae27acd9304f6e,1,课程评估
顶尖导购价格谈判技巧,85b7f3275fd0e7f2928c24c628cdfb1f,1,课程评估
经销商如何提升终端管理技能,69de4c03618ad89cf42d2bb8971b2244,1,课后测试
顶尖导购签单促成技巧,93ad9adc05ed49b195da91716b7534da,1,课程评估
经销商如何做到科学订货,0b5ef37debc9263bf587d8eb40ed01af,1,课程评估
经销商如何提升终端销量,6e2cd7a14d21420051a63f322ff177b4,1,课程评估
客户关系管理：提升客户忠诚度,8e73eb4464dd3aac5baf3b4c8fbd1436,0.5,课程评估
吸引客户：关注深度营销,29d9be8d6ab73166853fbbd6fb91e386,1,课程评估
不销而售：引导客户购买,d30dc80d60a6667ef41d165f375c9b29,1.5,课程评估
如何开发销售潜能,f0bee74562cb084e6b28cbb900eedd1b,1.5,课程评估
巅峰销售自我修炼,bdd3c2c34d0c8f00f77365c49f7803fa,1,课程评估
巅峰销售心理认知,a5c44b11d682d5444373a6ffb4ad2e3a,0.5,课程评估
销售解说前先“包装”自己,66c02f97690d11cf62349fd23e090282,0.5,课程评估
构建以人为本的服务体系,4703dff1e64a614ae6b41a42de52a41f,1.5,课后测试
构建客户服务体系的三要素,959e5b5221c71f20c0fae26a5b0c53a5,0.5,课程评估
卓越客户服务的设计与开发,415bc7f52d49081d48da4f5d5bc7e0b8,1.5,课后测试
认知客户服务体系,34ed12d014fa7d2ce1448622f0000799,1,课后测试
服务文化建设,fc55e8e13f602390bfb50a1e46cad31e,0.5,课程评估
提升客户服务的三项技能,2940bdc2f971e706543cd4262a27e34c,1,课程评估
关键时刻如何恰当提议,f16dfc1c09db4af239a1302da9dfcf38,1,课程评估
关键时刻如何执行提议,9ae0aa199fb52ea94720a15f896d2426,1,课程评估
关键时刻服务的意义：创造价值,982ae3c906d48a9f3402663d9c640f18,1,课程评估
关键时刻服务的原则：以客户为中心,cd8e2b3a6640bf198f7677d60c4e44e6,1,课程评估
关键时刻如何探索客户需求,9918fa84a52593a7f7a0485fd84f31d6,1,课程评估
如何激励销售人员,94e895683f9c14b25e72c5cd7b23de66,1,课程评估
如何培养优秀的销售人员,6d84484154a01deba67f8515246b5a1f,1,课程评估
如何培训新进销售人员,f1d181225fc570b33c4caee7c05ed6e8,2,课后测试
如何招聘专业化销售人员,e7e53fb1f0dba048fc3c4cf29a3300b1,2,课后测试
如何打造专业化的销售团队,890d271a866ccdc0985f6801d2965ea6,3,课后测试
如何解决价格与折扣的异议,d2b325cd5d4f584bffb87963f5c4444a,1,课程评估
如何处理销售中遇到的棘手问题,c6f06914fe471fa98c11c8b345e63cdb,1,课程评估
如何寻找与顾客沟通的切入点,bafedc606449a964938c829605c3d11f,1,课程评估
成熟后期销售人员训练要点,b6e5563a0262856cec41a6ea821e0379,1,课后测试
成熟前期销售人员训练要点,6c78c7ab5e9b08c976bd7959e967e4dd,1,课后测试
成长期销售人员训练要点,71a15225d53031f09ff93cb0deb46c74,1,课后测试
入门期销售人员训练要点,113a2db39ec758cc25a07eebc6758630,1,课后测试
训练销售团队的重要性,79657f36dff4147f05879a1a4953f63a,1,课后测试
